projectName,openedDate,resolvedDate,locationName,itemSymptom,assignedGroup,contactType,priorityLevel,taskType
Novelis,12/14/2015 02:14:00,8/17/2016 02:19:00,NA - Seoul,Software How to,IT Service Desk NA L1,Phone,3 - Normal,Incident
Novelis,8/24/2014 02:20:00,8/17/2016 10:03:00,NE - Sierre,Printer Device Issue,IT Desktop Sierre L2,Self-service,3 - Normal,Incident
Novelis,12/18/2015 02:24:00,8/17/2016 02:42:00,NE - Goettingen,Active Directory - Password Reset,IT Service Desk NE L1,Phone,3 - Normal,Incident
Novelis,2/10/2015 02:28:00,8/18/2016 05:46:00,NE - Goettingen,Peripherals,IT Desktop Gottingen L2,Phone,3 - Moderate,Catalog Task
Novelis,2/8/2014 02:33:00,1/1/1900 00:00:00,NE - Goettingen,SAP - All other issues,IT App NE Goettingen HR L2,Chat,3 - Normal,Incident
Novelis,2/4/2015 02:36:00,8/17/2016 08:59:00,NSA - Utinga,Oracle - All Other Issues,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,7/22/2016 02:42:00,8/17/2016 02:49:00,NA - Klang Malaysia,Novelis Specific Software - Access/Permi,IT Service Desk NNA L1,Phone,2 - Urgent,Incident
Novelis,6/30/2015 02:43:00,8/17/2016 03:57:00,NNA - Oswego,Technical Support - Technical analysis,IT APP Global SAP TECH L2,Phone,2 - Urgent,Incident
Novelis,1/18/2015 02:45:00,8/17/2016 04:38:00,NE - Zurich,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,8/12/2014 02:46:00,8/17/2016 02:50:00,NE - Goettingen,SAP - Password Reset (Others),IT Service Desk NE L1,Phone,3 - Normal,Incident
Novelis,5/20/2014 02:47:00,8/17/2016 06:10:00,NE - Sierre,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,8/11/2015 02:51:00,8/17/2016 09:38:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Oswego Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,4/11/2015 02:55:00,8/17/2016 03:14:00,NA - Ulsan,VPN - Add Credentials,IT Service Desk NA L1,Phone,3 - Normal,Incident
Novelis,7/19/2016 03:11:00,8/17/2016 09:02:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Kingston Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,1/24/2014 03:11:00,8/17/2016 03:24:00,NE - Pieve,Active Directory - Password Reset,IT Service Desk NE L1,Phone,3 - Normal,Incident
Novelis,1/7/2015 03:12:00,8/17/2016 09:10:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Kingston Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,7/4/2014 03:15:00,8/17/2016 09:27:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Kingston Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,7/29/2015 03:15:00,8/17/2016 05:12:00,NNA/Corp - Atlanta HQ,Service Request,IT App NNA Cap Repository L2,Phone,3 - Normal,Incident
Novelis,10/9/2014 03:15:00,8/17/2016 03:17:00,NA - Seoul,VPN - Add Credentials,IT Service Desk NA L1,Phone,3 - Normal,Incident
Novelis,5/27/2016 03:16:00,8/17/2016 03:22:00,NE - Goettingen,Active Directory - Update Information,IT Service Desk NE L1,Phone,3 - Normal,Incident
Novelis,12/17/2014 03:16:00,8/17/2016 03:19:00,NNA/Corp - Atlanta HQ,Active Directory - Password Reset,IT Service Desk NA L1,Email,3 - Normal,Incident
Novelis,8/20/2016 03:17:00,8/17/2016 04:06:00,,Network Device Issue,IT Network L2,Phone,3 - Normal,Incident
Novelis,5/10/2014 03:22:00,8/17/2016 05:15:00,NNA/Corp - Atlanta HQ,Service Request,IT App NNA Cap Repository L2,Phone,3 - Normal,Incident
Novelis,3/4/2014 03:22:00,8/17/2016 03:32:00,NE - Goettingen,Novelis Specific Software - Upgrade,IT Service Desk NE L1,Phone,3 - Normal,Incident
Novelis,1/24/2014 03:23:00,8/17/2016 03:31:00,NE - Zurich,Service Request Creation,IT Service Desk NE L1,Self-service,3 - Normal,Incident
Novelis,8/2/2016 03:24:00,8/17/2016 07:54:00,,Network Device Issue,IT Network L2,Phone,3 - Normal,Incident
Novelis,1/16/2015 03:26:00,8/17/2016 03:29:00,NNA/Corp - Atlanta HQ,Lotus Notes - Configuration,IT App NNA Cap Forms L2,Phone,3 - Normal,Incident
Novelis,1/2/2014 03:28:00,8/17/2016 09:59:00,NE - Goettingen,Lotus Notes ID+PWD,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,11/17/2014 03:29:00,8/19/2016 00:31:00,NE - Zurich,Office 365 Distribution List Changes,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,3/22/2015 03:30:00,8/17/2016 03:34:00,NNA - Oswego,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,8/12/2016 03:32:00,8/17/2016 09:13:00,NNA/Corp - Atlanta HQ,Service Request,IT App NNA Cap Shopfloor L2,Phone,3 - Normal,Incident
Novelis,12/12/2015 03:34:00,8/17/2016 03:34:00,NNA - Oswego,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,1/20/2014 03:36:00,8/17/2016 10:56:00,NNA/Corp - Atlanta HQ,Service Request,IT App NNA Cap Analytics Rep L2,Phone,3 - Normal,Incident
Novelis,8/13/2014 03:42:00,8/17/2016 10:34:00,NE - Sierre,Novelis Specific Software - Software Iss,IT Desktop Sierre L2,Self-service,3 - Normal,Incident
Novelis,4/28/2014 03:44:00,8/17/2016 03:53:00,NNA/Corp - Atlanta HQ,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,11/9/2015 03:52:00,8/17/2016 04:06:00,NE - Goettingen,Service Request,IT Service Desk NE L1,Phone,3 - Normal,Incident
Novelis,8/21/2016 03:53:00,8/17/2016 03:53:00,NNA/Corp - Atlanta HQ,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,9/7/2015 03:56:00,8/22/2016 01:52:00,NE - Goettingen,IMAC - Move Request,IT Desktop Gottingen L2,Phone,3 - Moderate,Catalog Task
Novelis,11/26/2014 04:01:00,8/17/2016 12:32:00,NA - Ulsan,Employee and Contractor Off Boarding,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,3/5/2015 04:01:00,8/17/2016 04:20:00,NA - Ulsan,Employee and Contractor Off Boarding,IT Desktop Ulsan L2,Phone,3 - Moderate,Catalog Task
Novelis,8/19/2016 04:01:00,8/17/2016 04:13:00,NA - Ulsan,Employee and Contractor Off Boarding,IT FIM AD Request Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,10/5/2014 04:03:00,8/17/2016 07:52:00,NE - Goettingen,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,6/19/2016 04:09:00,8/17/2016 06:58:00,NE - Goettingen,MS Office - All Other Issues,IT Service Desk NE L1,Phone,3 - Normal,Incident
Novelis,4/6/2015 04:16:00,8/17/2016 13:45:00,NA - YeongJu,Lotus Notes Administration,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,11/14/2014 04:26:00,8/17/2016 06:07:00,NE - Goettingen,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,8/5/2014 04:27:00,8/17/2016 10:51:00,NE - Goettingen,Email - Spam/Phishing Email,IT Service Desk PhishMe L1,Email,3 - Normal,Incident
Novelis,2/21/2015 04:29:00,8/17/2016 13:02:00,NA - Klang Malaysia,Add User to Active Directory,IT FIM AD Request Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,3/20/2015 04:31:00,8/17/2016 04:35:00,NSA - Pinda,Novelis Specific Software - Data Issue,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,2/17/2016 04:32:00,8/17/2016 11:35:00,NNA/Corp - Atlanta HQ,Service Request,IT App NNA Cap Forms L2,Self-service,3 - Normal,Incident
Novelis,2/22/2015 04:32:00,8/17/2016 04:35:00,NNA - Oswego,Status Check Incident,IT Incident Coordinator NNA L2,Phone,4 - Low,Incident
Novelis,7/9/2014 04:39:00,8/18/2016 05:16:00,NE - Sierre,Novelis Specific Software - Software Iss,IT Desktop Sierre L2,Self-service,3 - Normal,Incident
Novelis,4/4/2015 04:39:00,8/17/2016 13:12:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Kingston Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,6/5/2015 04:51:00,8/17/2016 11:25:00,NE - Nachterstedt,Vendor Master Create/Change,SAP Procurement Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,2/24/2016 05:00:00,8/17/2016 15:11:00,NE - Nachterstedt,Email - Spam/Phishing Email,IT Service Desk PhishMe L1,Email,3 - Normal,Incident
Novelis,6/4/2015 05:02:00,8/17/2016 16:16:00,NE - Goettingen,Email - Spam/Phishing Email,IT Service Desk PhishMe L1,Email,3 - Normal,Incident
Novelis,2/23/2015 05:02:00,1/1/1900 00:00:00,NE - Goettingen,Email - Spam/Phishing Email,IT Security L3,Email,3 - Normal,Incident
Novelis,2/24/2016 05:03:00,8/19/2016 02:22:00,NA - Changzhou Site Office,Software Installation Request,IT Service Desk NA L1,Phone,3 - Moderate,Catalog Task
Novelis,6/26/2014 05:03:00,8/19/2016 02:01:00,NA - Changzhou Site Office,Software Installation Request,IT Service Desk NA L1,Phone,3 - Moderate,Catalog Task
Novelis,3/14/2014 05:09:00,8/18/2016 03:40:00,NA - Seoul,Email - Spam/Phishing Email,IT Service Desk PhishMe L1,Email,3 - Normal,Incident
Novelis,5/7/2016 05:17:00,8/22/2016 04:28:00,NE - Goettingen,Printer Device Issue,IT Desktop Ohle L2,Self-service,3 - Normal,Incident
Novelis,4/30/2014 05:27:00,8/25/2016 04:50:00,NNA/Corp - Atlanta HQ,Technical Support - Technical analysis,IT APP Global SAP TECH L2,Phone,4 - Low,Incident
Novelis,2/9/2016 05:35:00,8/17/2016 05:51:00,NE - Goettingen,Outlook - All Other Issues,IT Service Desk NE L1,Phone,3 - Normal,Incident
Novelis,1/10/2014 05:42:00,8/25/2016 09:16:00,NE - Goettingen,SAP Password Reset,IT Service Desk NNA L1,Phone,3 - Moderate,Catalog Task
Novelis,1/25/2016 05:43:00,8/17/2016 05:43:00,NA - Changzhou Site Office,Disconnected Call - No Caller,IT Service Desk NA L1,Phone,3 - Normal,Incident
Novelis,2/26/2015 05:47:00,8/17/2016 05:52:00,NNA - Oswego,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,6/26/2015 05:52:00,8/17/2016 05:55:00,NNA - Oswego,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,4/10/2016 05:59:00,8/17/2016 16:39:00,NE - Goettingen,Email - Spam/Phishing Email,IT Service Desk PhishMe L1,Email,3 - Normal,Incident
Novelis,3/8/2015 05:59:00,8/17/2016 12:56:00,NNA/Corp - Atlanta HQ,Service Request,IT APP Global SAP L2,Phone,4 - Low,Incident
Novelis,10/21/2015 06:06:00,8/17/2016 09:33:00,NE - Latchford,Software Installation Request,IT Desktop Latchford L2,Phone,3 - Moderate,Catalog Task
Novelis,10/1/2014 06:09:00,8/18/2016 09:31:00,NA - Seoul,Email - Spam/Phishing Email,IT Security L3,Email,3 - Normal,Incident
Novelis,7/2/2016 06:09:00,8/18/2016 04:59:00,NA - Seoul,Email - Spam/Phishing Email,IT Messaging L2,Email,3 - Normal,Incident
Novelis,8/10/2014 06:11:00,8/22/2016 09:45:00,NNA - Oswego,SAP Access Assignment Request,GRC Compliance,Phone,3 - Moderate,Catalog Task
Novelis,6/16/2014 06:13:00,8/19/2016 10:08:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Kingston Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,4/13/2016 06:16:00,8/23/2016 16:17:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Kingston Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,1/13/2014 06:18:00,8/17/2016 07:24:00,NNA - Novi,Metal Materials,SAP Oswego Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,5/17/2016 06:21:00,8/17/2016 06:23:00,NNA/Corp - Atlanta HQ,VPN - Add Credentials,IT Incident Coordinator NNA L2,Phone,3 - Normal,Incident
Novelis,6/26/2015 06:23:00,8/17/2016 11:03:00,NNA/Corp - Atlanta HQ,Vendor Master Create/Change,SAP Procurement Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,3/21/2016 06:26:00,8/17/2016 09:16:00,NNA/Corp - Atlanta HQ,Service Request,IT App NNA Cap Forms L2,Phone,3 - Normal,Incident
Novelis,6/2/2014 06:28:00,8/17/2016 11:42:00,NNA/Corp - Atlanta HQ,Customer Master Create ,SAP Commercial Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,2/17/2015 06:29:00,8/17/2016 07:55:00,NSA - Pinda,Oracle - All Other Issues,IT App NSA Oracle Upgrade L2,Phone,3 - Normal,Incident
Novelis,3/23/2014 06:30:00,8/17/2016 06:34:00,NSA - Pinda,Active Directory - Password Reset,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,8/21/2014 06:36:00,8/18/2016 09:31:00,NE - Nachterstedt,Email - Spam/Phishing Email,IT Security L3,Email,3 - Normal,Incident
Novelis,8/19/2016 06:36:00,8/18/2016 05:07:00,NE - Nachterstedt,Email - Spam/Phishing Email,IT Messaging L2,Email,3 - Normal,Incident
Novelis,6/27/2015 06:36:00,8/17/2016 16:47:00,NE - Nachterstedt,Email - Spam/Phishing Email,IT Service Desk PhishMe L1,Email,3 - Normal,Incident
Novelis,5/7/2014 06:38:00,8/18/2016 05:38:00,NE - Goettingen,Laptop / Tablet,IT Service Desk NE L1,Phone,3 - Moderate,Catalog Task
Novelis,5/31/2016 06:38:00,8/17/2016 06:39:00,NE - Goettingen,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,6/9/2016 06:38:00,8/17/2016 06:38:00,NE - Goettingen,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,1/16/2015 06:40:00,8/18/2016 06:09:00,NE - Goettingen,Laptop / Tablet,IT Service Desk NE L1,Phone,3 - Moderate,Catalog Task
Novelis,5/30/2016 06:43:00,8/17/2016 09:48:00,NE - Goettingen,Security - Authorization,IT App SAP-Security L2,Phone,3 - Normal,Incident
Novelis,8/12/2016 06:44:00,8/17/2016 07:32:00,NE - Goettingen,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,6/19/2016 06:45:00,8/18/2016 11:46:00,NSA - Pinda,Oracle - All Other Issues,IT App NSA Oracle Upgrade L2,Self-service,3 - Normal,Incident
Novelis,8/13/2015 07:03:00,8/17/2016 12:42:00,NSA - Pinda,Oracle - How to,IT Service Desk NSA L1,Self-service,4 - Low,Incident
Novelis,8/9/2014 07:05:00,8/17/2016 07:34:00,NNA/Corp - Atlanta HQ,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,11/9/2014 07:07:00,8/17/2016 12:34:00,NSA - Pinda,Employee and Contractor Off Boarding,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,12/1/2015 07:07:00,8/17/2016 07:53:00,NSA - Pinda,Employee and Contractor Off Boarding,IT Desktop Pinda L2,Phone,3 - Moderate,Catalog Task
Novelis,1/17/2016 07:08:00,8/17/2016 07:14:00,NE - Ohle,Active Directory - Password Reset,IT Service Desk NE L1,Phone,3 - Normal,Incident
Novelis,5/23/2014 07:15:00,8/17/2016 07:21:00,NSA - Sao Paulo,Contractor Information Update,IT FIM AD Request Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,4/19/2015 07:16:00,8/17/2016 07:23:00,NSA - Sao Paulo,Contractor Information Update,IT FIM AD Request Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,7/14/2016 07:17:00,8/17/2016 07:37:00,NSA - Utinga,Oracle - All Other Issues,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,5/3/2014 07:18:00,8/17/2016 07:21:00,NSA - Pinda,Status Check,IT Service Desk NSA L1,Phone,4 - Low,Incident
Novelis,3/14/2014 07:19:00,8/17/2016 07:35:00,NNA/Corp - Atlanta HQ,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,6/21/2016 07:20:00,8/18/2016 10:43:00,NNA - Oswego,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,6/19/2015 07:20:00,8/17/2016 10:58:00,NNA - Oswego,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,4/12/2016 07:20:00,8/17/2016 10:16:00,NNA/Corp - Atlanta HQ,Vendor Master Create/Change,SAP Procurement Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,7/2/2014 07:22:00,8/17/2016 14:38:00,NNA - Oswego,Laptop / Tablet,IT Service Desk NNA L1,Phone,3 - Moderate,Catalog Task
Novelis,12/22/2015 07:24:00,8/18/2016 15:44:00,NNA - Novi,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,10/13/2014 07:25:00,8/17/2016 11:31:00,NNA - Oswego,Vendor Master Create/Change,SAP Procurement Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,5/25/2016 07:32:00,8/17/2016 07:32:00,NE - Goettingen,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,10/21/2015 07:34:00,8/17/2016 08:23:00,NSA - Pinda,Software Install,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,8/26/2014 07:34:00,8/17/2016 07:34:00,NNA/Corp - Atlanta HQ,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,1/26/2016 07:35:00,8/17/2016 07:35:00,NNA/Corp - Atlanta HQ,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,6/16/2014 07:38:00,8/17/2016 08:08:00,NSA - Pinda,Desktop Phone,IT Infra NSA Printer Support L2,Phone,3 - Moderate,Catalog Task
Novelis,7/10/2014 07:42:00,8/17/2016 07:50:00,NSA - Utinga,Oracle - All Other Issues,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,4/29/2014 07:42:00,8/17/2016 07:47:00,NA - Ulsan,VPN Access Request New,IT Security NEW VPN Access Request L2,Phone,3 - Moderate,Catalog Task
Novelis,2/11/2015 07:50:00,8/17/2016 08:18:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Kingston Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,12/9/2015 07:59:00,8/17/2016 08:40:00,NSA - Sao Paulo,Office 365 Shared Mailbox Changes,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,2/22/2015 08:01:00,8/17/2016 11:38:00,NNA - Greensboro,New eMail Account,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,10/28/2015 08:02:00,8/17/2016 09:58:00,NNA/Corp - Atlanta HQ,Customer Pricing,SAP Commercial Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,11/27/2014 08:02:00,8/17/2016 08:23:00,NSA - Pinda,Windows Configuration,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,7/4/2014 08:03:00,8/17/2016 09:08:00,NE - Sierre,Novelis Specific Software - Software Iss,IT Desktop Sierre L2,Self-service,3 - Normal,Incident
Novelis,2/23/2014 08:04:00,8/23/2016 02:40:00,NE - Goettingen,Novelis Specific Software - Access/Permi,IT Desktop Gottingen L2,Phone,3 - Normal,Incident
Novelis,5/15/2015 08:06:00,8/30/2016 09:16:00,NNA - Oswego,SAP Access Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,6/5/2015 08:06:00,8/17/2016 11:36:00,NNA/Corp - Atlanta HQ,New eMail Account,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,12/13/2015 08:06:00,8/17/2016 08:30:00,NNA - Oswego,SAP Access Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,5/9/2014 08:10:00,8/17/2016 09:12:00,NNA/Corp - Atlanta HQ,Novelis Specific Software - Software Iss,IT Service Desk NNA L1,Self-service,3 - Normal,Incident
Novelis,3/18/2014 08:11:00,8/19/2016 06:08:00,NE - Goettingen,Telecoms Service Disruption,IT Desktop Gottingen L2,Walk-in,3 - Normal,Incident
Novelis,1/4/2015 08:12:00,8/17/2016 09:32:00,NSA - Pinda,Outlook - All Other Issues,IT Desktop Pinda L2,Phone,3 - Normal,Incident
Novelis,1/20/2016 08:13:00,8/24/2016 10:04:00,NNA - Kennesaw R&T,Desktop Phone,IT Desktop Kennesaw L2,Phone,3 - Moderate,Catalog Task
Novelis,3/22/2016 08:13:00,8/17/2016 11:40:00,NNA - Kennesaw R&T,New eMail Account,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,6/19/2016 08:14:00,8/17/2016 08:16:00,NSA - Sao Paulo,Network Device Issue,IT Desktop Utinga L2,Walk-in,3 - Normal,Incident
Novelis,8/8/2015 08:18:00,8/17/2016 09:30:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Kingston Plant Controllers,Phone,3 - Moderate,Catalog Task
Novelis,10/19/2015 08:18:00,8/17/2016 09:27:00,NSA - Sao Paulo,Service Request Creation,IT Service Desk NSA L1,Self-service,3 - Normal,Incident
Novelis,2/8/2015 08:22:00,8/17/2016 16:50:00,NNA - Kingston,Novelis Specific Software - Data Issue,IT App NNA Cap Shopfloor L2,Phone,3 - Normal,Incident
Novelis,1/14/2015 08:23:00,8/17/2016 09:03:00,NSA - Sao Paulo,Windows - All Other Issues,IT Service Desk NSA L1,Self-service,3 - Normal,Incident
Novelis,10/21/2015 08:27:00,8/17/2016 15:52:00,NSA - Pinda,Novelis Specific Software - Data Issue,IT Service Desk NSA L1,Self-service,3 - Normal,Incident
Novelis,3/6/2014 08:27:00,8/17/2016 08:38:00,NSA - Pinda,Novelis Specific Software - Data Issue,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,7/26/2016 08:27:00,1/1/1900 00:00:00,NE - Latchford,Software Installation Request,IT Software Asset L2,Phone,3 - Moderate,Catalog Task
Novelis,8/10/2014 08:28:00,8/22/2016 14:27:00,NNA/Corp - Atlanta HQ,Software Application Package Creation,IT Software Asset L2,Phone,3 - Moderate,Catalog Task
Novelis,1/2/2014 08:28:00,8/22/2016 06:43:00,NNA/Corp - Atlanta HQ,Security - Authorization,IT App SAP-Security L2,Phone,3 - Normal,Incident
Novelis,8/22/2014 08:29:00,8/17/2016 08:39:00,NSA - Utinga,VPN Access Request New,IT Security NEW VPN Access Request L2,Phone,3 - Moderate,Catalog Task
Novelis,7/26/2014 08:35:00,8/17/2016 09:39:00,NNA/Corp - Atlanta HQ,Email - Spam/Phishing Email,IT Service Desk PhishMe L1,Email,2 - Urgent,Incident
Novelis,4/13/2014 08:35:00,8/17/2016 09:39:00,NNA - Oswego,Software Installation Request,IT Service Desk NNA L1,Phone,3 - Moderate,Catalog Task
Novelis,11/19/2015 08:36:00,8/18/2016 08:29:00,NE - Sierre,Novelis Specific Software - Access/Permi,IT Desktop Sierre L2,Self-service,3 - Normal,Incident
Novelis,11/18/2015 08:36:00,8/17/2016 09:09:00,NNA/Corp - Atlanta HQ,VPN - Add Credentials,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,10/10/2015 08:37:00,8/17/2016 08:41:00,NSA - Pinda,Oracle - All Other Issues,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,11/9/2014 08:38:00,8/18/2016 14:39:00,NSA - Sao Paulo,Windows Configuration,IT App NSA ATG & DBA L2,Phone,3 - Normal,Incident
Novelis,9/21/2014 08:38:00,8/17/2016 12:54:00,NNA/Corp - Atlanta HQ,New eMail Account,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,7/10/2015 08:40:00,8/18/2016 03:57:00,NE - Goettingen,Email - Spam/Phishing Email,IT Service Desk PhishMe L1,Email,3 - Normal,Incident
Novelis,11/1/2014 08:40:00,8/17/2016 09:01:00,NSA - Pinda,Software Install,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,5/31/2014 08:40:00,8/17/2016 08:41:00,NSA - Sao Paulo,Office 365 Shared Mailbox Changes,IT Messaging L2,Phone,3 - Moderate,Catalog Task
